context,_id,after,narrators_id,h_wa_chain,h_wa_haddathana,before,aliase,order
 2288 حَدَّثَنَا مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا مُحَمَّدُ بْنُ أَبِي عَدِيٍّ عَنْ شُعْبَةَ عَنْ سَعْدِ بْنِ إِبْرَاهِيمَ عَنْ حُمَيْدِ بْنِ عَبْدِ الرَّحْمَنِ عَنْ أَبِي هُرَيْرَةَ,bukhari-02288-00,حَدَّثَنَا,15573,0,0,2288 حَدَّثَنَا,مُحَمَّدُ بْنُ بَشَّارٍ,1
 2288 حَدَّثَنَا مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا مُحَمَّدُ بْنُ أَبِي عَدِيٍّ عَنْ شُعْبَةَ عَنْ سَعْدِ بْنِ إِبْرَاهِيمَ عَنْ حُمَيْدِ بْنِ عَبْدِ الرَّحْمَنِ عَنْ أَبِي هُرَيْرَةَ,bukhari-02288-00,عَنْ,16893,0,0,حَدَّثَنَا,مُحَمَّدُ بْنُ أَبِي عَدِيٍّ,2
 2288 حَدَّثَنَا مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا مُحَمَّدُ بْنُ أَبِي عَدِيٍّ عَنْ شُعْبَةَ عَنْ سَعْدِ بْنِ إِبْرَاهِيمَ عَنْ حُمَيْدِ بْنِ عَبْدِ الرَّحْمَنِ عَنْ أَبِي هُرَيْرَةَ,bukhari-02288-00,عَنْ,16102,0,0,عَنْ,شُعْبَةَ,3
 2288 حَدَّثَنَا مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا مُحَمَّدُ بْنُ أَبِي عَدِيٍّ عَنْ شُعْبَةَ عَنْ سَعْدِ بْنِ إِبْرَاهِيمَ عَنْ حُمَيْدِ بْنِ عَبْدِ الرَّحْمَنِ عَنْ أَبِي هُرَيْرَةَ,bukhari-02288-00,عَنْ,15975,0,0,عَنْ,سَعْدِ بْنِ إِبْرَاهِيمَ,4
 2288 حَدَّثَنَا مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا مُحَمَّدُ بْنُ أَبِي عَدِيٍّ عَنْ شُعْبَةَ عَنْ سَعْدِ بْنِ إِبْرَاهِيمَ عَنْ حُمَيْدِ بْنِ عَبْدِ الرَّحْمَنِ عَنْ أَبِي هُرَيْرَةَ,bukhari-02288-00,عَنْ,15769,0,0,عَنْ,حُمَيْدِ بْنِ عَبْدِ الرَّحْمَنِ,5
 2288 حَدَّثَنَا مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا مُحَمَّدُ بْنُ أَبِي عَدِيٍّ عَنْ شُعْبَةَ عَنْ سَعْدِ بْنِ إِبْرَاهِيمَ عَنْ حُمَيْدِ بْنِ عَبْدِ الرَّحْمَنِ عَنْ أَبِي هُرَيْرَةَ,bukhari-02288-00,,3,0,0,عَنْ,أَبِي هُرَيْرَةَ,6
 2289 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ مُحَمَّدٍ حَدَّثَنَا سُفْيَانُ عَنْ الزُّهْرِيِّ عَنْ عُرْوَةَ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا,bukhari-02289-00,حَدَّثَنَا,15241,0,0,2289 حَدَّثَنَا,عَبْدُ اللَّهِ بْنُ مُحَمَّدٍ,1
 2289 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ مُحَمَّدٍ حَدَّثَنَا سُفْيَانُ عَنْ الزُّهْرِيِّ عَنْ عُرْوَةَ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا,bukhari-02289-00,عَنْ,16008,0,0,حَدَّثَنَا,سُفْيَانُ,2
 2289 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ مُحَمَّدٍ حَدَّثَنَا سُفْيَانُ عَنْ الزُّهْرِيِّ عَنْ عُرْوَةَ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا,bukhari-02289-00,عَنْ,12300,0,0,عَنْ,الزُّهْرِيِّ,3
 2289 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ مُحَمَّدٍ حَدَّثَنَا سُفْيَانُ عَنْ الزُّهْرِيِّ عَنْ عُرْوَةَ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا,bukhari-02289-00,عَنْ,16561,0,0,عَنْ,عُرْوَةَ,4
 2289 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ مُحَمَّدٍ حَدَّثَنَا سُفْيَانُ عَنْ الزُّهْرِيِّ عَنْ عُرْوَةَ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا,bukhari-02289-00,رَضِيَ اللَّهُ عَنْهَا,25,0,0,عَنْ,عَائِشَةَ,5
 2290 حَدَّثَنَا قُتَيْبَةُ حَدَّثَنَا اللَّيْثُ عَنْ سَعِيدِ بْنِ أَبِي سَعِيدٍ أَنَّهُ سَمِعَ أَبَا هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُمَا يَقُولُ,bukhari-02290-00,حَدَّثَنَا,16818,0,0,2290 حَدَّثَنَا,قُتَيْبَةُ,1
 2290 حَدَّثَنَا قُتَيْبَةُ حَدَّثَنَا اللَّيْثُ عَنْ سَعِيدِ بْنِ أَبِي سَعِيدٍ أَنَّهُ سَمِعَ أَبَا هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُمَا يَقُولُ,bukhari-02290-00,عَنْ,15124,0,0,حَدَّثَنَا,اللَّيْثُ,2
 2290 حَدَّثَنَا قُتَيْبَةُ حَدَّثَنَا اللَّيْثُ عَنْ سَعِيدِ بْنِ أَبِي سَعِيدٍ أَنَّهُ سَمِعَ أَبَا هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُمَا يَقُولُ,bukhari-02290-00,أَنَّهُ سَمِعَ,15985,0,0,عَنْ,سَعِيدِ بْنِ أَبِي سَعِيدٍ,3
 2290 حَدَّثَنَا قُتَيْبَةُ حَدَّثَنَا اللَّيْثُ عَنْ سَعِيدِ بْنِ أَبِي سَعِيدٍ أَنَّهُ سَمِعَ أَبَا هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُمَا يَقُولُ,bukhari-02290-00,رَضِيَ اللَّهُ عَنْهُمَا يَقُولُ,3,0,0,أَنَّهُ سَمِعَ,أَبَا هُرَيْرَةَ,4
 2291 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ حَدَّثَنَا اللَّيْثُ قَالَ حَدَّثَنِي سَعِيدُ بْنُ أَبِي سَعِيدٍ سَمِعَ أَبَا هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-02291-00,حَدَّثَنَا,16475,0,0,2291 حَدَّثَنَا,عَبْدُ اللَّهِ بْنُ يُوسُفَ,1
 2291 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ حَدَّثَنَا اللَّيْثُ قَالَ حَدَّثَنِي سَعِيدُ بْنُ أَبِي سَعِيدٍ سَمِعَ أَبَا هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-02291-00,قَالَ حَدَّثَنِي,15124,0,0,حَدَّثَنَا,اللَّيْثُ,2
 2291 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ حَدَّثَنَا اللَّيْثُ قَالَ حَدَّثَنِي سَعِيدُ بْنُ أَبِي سَعِيدٍ سَمِعَ أَبَا هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-02291-00,سَمِعَ,15985,0,0,قَالَ حَدَّثَنِي,سَعِيدُ بْنُ أَبِي سَعِيدٍ,3
 2291 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ حَدَّثَنَا اللَّيْثُ قَالَ حَدَّثَنِي سَعِيدُ بْنُ أَبِي سَعِيدٍ سَمِعَ أَبَا هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-02291-00,رَضِيَ اللَّهُ عَنْهُ قَالَ,3,0,0,سَمِعَ,أَبَا هُرَيْرَةَ,4
 2292 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ حَدَّثَنَا اللَّيْثُ حَدَّثَنِي جَعْفَرُ بْنُ رَبِيعَةَ وَقَالَ غَيْرُهُ حَدَّثَنِي اللَّيْثُ قَالَ حَدَّثَنِي جَعْفَرُ بْنُ رَبِيعَةَ عَنْ عَبْدِ الرَّحْمَنِ بْنِ هُرْمُزَ عَنْ عَبْدِ اللَّهِ بْنِ كَعْبِ بْنِ مَالِكٍ الْأَنْصَارِيِّ عَنْ كَعْبِ بْنِ مَالِكٍ رَضِيَ اللَّهُ عَنْهُ,bukhari-02292-00,حَدَّثَنَا,17320,0,0,2292 حَدَّثَنَا,يَحْيَى بْنُ بُكَيْرٍ,1
 2292 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ حَدَّثَنَا اللَّيْثُ حَدَّثَنِي جَعْفَرُ بْنُ رَبِيعَةَ وَقَالَ غَيْرُهُ حَدَّثَنِي اللَّيْثُ قَالَ حَدَّثَنِي جَعْفَرُ بْنُ رَبِيعَةَ عَنْ عَبْدِ الرَّحْمَنِ بْنِ هُرْمُزَ عَنْ عَبْدِ اللَّهِ بْنِ كَعْبِ بْنِ مَالِكٍ الْأَنْصَارِيِّ عَنْ كَعْبِ بْنِ مَالِكٍ رَضِيَ اللَّهُ عَنْهُ,bukhari-02292-00,حَدَّثَنِي,15124,0,0,حَدَّثَنَا,اللَّيْثُ,2
 2292 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ حَدَّثَنَا اللَّيْثُ حَدَّثَنِي جَعْفَرُ بْنُ رَبِيعَةَ وَقَالَ غَيْرُهُ حَدَّثَنِي اللَّيْثُ قَالَ حَدَّثَنِي جَعْفَرُ بْنُ رَبِيعَةَ عَنْ عَبْدِ الرَّحْمَنِ بْنِ هُرْمُزَ عَنْ عَبْدِ اللَّهِ بْنِ كَعْبِ بْنِ مَالِكٍ الْأَنْصَارِيِّ عَنْ كَعْبِ بْنِ مَالِكٍ رَضِيَ اللَّهُ عَنْهُ,bukhari-02292-00,وَقَالَ غَيْرُهُ حَدَّثَنِي اللَّيْثُ قَالَ حَدَّثَنِي جَعْفَرُ بْنُ رَبِيعَةَ عَنْ عَبْدِ الرَّحْمَنِ بْنِ هُرْمُزَ عَنْ عَبْدِ اللَّهِ بْنِ كَعْبِ بْنِ مَالِكٍ الْأَنْصَارِيِّ عَنْ,15632,0,0,حَدَّثَنِي,جَعْفَرُ بْنُ رَبِيعَةَ,3
 2292 حَدَّثَنَا يَحْيَى بْنُ بُكَيْرٍ حَدَّثَنَا اللَّيْثُ حَدَّثَنِي جَعْفَرُ بْنُ رَبِيعَةَ وَقَالَ غَيْرُهُ حَدَّثَنِي اللَّيْثُ قَالَ حَدَّثَنِي جَعْفَرُ بْنُ رَبِيعَةَ عَنْ عَبْدِ الرَّحْمَنِ بْنِ هُرْمُزَ عَنْ عَبْدِ اللَّهِ بْنِ كَعْبِ بْنِ مَالِكٍ الْأَنْصَارِيِّ عَنْ كَعْبِ بْنِ مَالِكٍ رَضِيَ اللَّهُ عَنْهُ,bukhari-02292-00,رَضِيَ اللَّهُ عَنْهُ,331,0,0,وَقَالَ غَيْرُهُ حَدَّثَنِي اللَّيْثُ قَالَ حَدَّثَنِي جَعْفَرُ بْنُ رَبِيعَةَ عَنْ عَبْدِ الرَّحْمَنِ بْنِ هُرْمُزَ عَنْ عَبْدِ اللَّهِ بْنِ كَعْبِ بْنِ مَالِكٍ الْأَنْصَارِيِّ عَنْ,كَعْبِ بْنِ مَالِكٍ,4
 2293 حَدَّثَنَا إِسْحَاقُ حَدَّثَنَا وَهْبُ بْنُ جَرِيرِ بْنِ حَازِمٍ أَخْبَرَنَا شُعْبَةُ عَنْ الْأَعْمَشِ عَنْ أَبِي الضُّحَى عَنْ مَسْرُوقٍ عَنْ خَبَّابٍ قَالَ كُنْتُ قَيْنًا فِي الْجَاهِلِيَّةِ وَكَانَ لِي عَلَى الْعَاصِ بْنِ وَائِلٍ دَرَاهِمُ فَأَتَيْتُهُ أَتَقَاضَاهُ فَقَالَ لَا أَقْضِيكَ حَتَّى تَكْفُرَ بِمُحَمَّدٍ فَقُلْتُ قَالَ فَدَعْنِي حَتَّى أَمُوتَ ثُمَّ أُبْعَثَ فَأُوتَى مَالًا وَوَلَدًا ثُمَّ أَقْضِيَكَ فَنَزَلَتْ أَفَرَأَيْتَ الَّذِي كَفَرَ بِآيَاتِنَا وَقَالَ لَأُوتَيَنَّ مَالًا وَوَلَدًا الْآيَةَ,bukhari-02293-00,حَدَّثَنَا,12418,0,0,2293 حَدَّثَنَا,إِسْحَاقُ,1
 2293 حَدَّثَنَا إِسْحَاقُ حَدَّثَنَا وَهْبُ بْنُ جَرِيرِ بْنِ حَازِمٍ أَخْبَرَنَا شُعْبَةُ عَنْ الْأَعْمَشِ عَنْ أَبِي الضُّحَى عَنْ مَسْرُوقٍ عَنْ خَبَّابٍ قَالَ كُنْتُ قَيْنًا فِي الْجَاهِلِيَّةِ وَكَانَ لِي عَلَى الْعَاصِ بْنِ وَائِلٍ دَرَاهِمُ فَأَتَيْتُهُ أَتَقَاضَاهُ فَقَالَ لَا أَقْضِيكَ حَتَّى تَكْفُرَ بِمُحَمَّدٍ فَقُلْتُ قَالَ فَدَعْنِي حَتَّى أَمُوتَ ثُمَّ أُبْعَثَ فَأُوتَى مَالًا وَوَلَدًا ثُمَّ أَقْضِيَكَ فَنَزَلَتْ أَفَرَأَيْتَ الَّذِي كَفَرَ بِآيَاتِنَا وَقَالَ لَأُوتَيَنَّ مَالًا وَوَلَدًا الْآيَةَ,bukhari-02293-00,أَخْبَرَنَا,17282,0,0,حَدَّثَنَا,وَهْبُ بْنُ جَرِيرِ بْنِ حَازِمٍ,2
 2293 حَدَّثَنَا إِسْحَاقُ حَدَّثَنَا وَهْبُ بْنُ جَرِيرِ بْنِ حَازِمٍ أَخْبَرَنَا شُعْبَةُ عَنْ الْأَعْمَشِ عَنْ أَبِي الضُّحَى عَنْ مَسْرُوقٍ عَنْ خَبَّابٍ قَالَ كُنْتُ قَيْنًا فِي الْجَاهِلِيَّةِ وَكَانَ لِي عَلَى الْعَاصِ بْنِ وَائِلٍ دَرَاهِمُ فَأَتَيْتُهُ أَتَقَاضَاهُ فَقَالَ لَا أَقْضِيكَ حَتَّى تَكْفُرَ بِمُحَمَّدٍ فَقُلْتُ قَالَ فَدَعْنِي حَتَّى أَمُوتَ ثُمَّ أُبْعَثَ فَأُوتَى مَالًا وَوَلَدًا ثُمَّ أَقْضِيَكَ فَنَزَلَتْ أَفَرَأَيْتَ الَّذِي كَفَرَ بِآيَاتِنَا وَقَالَ لَأُوتَيَنَّ مَالًا وَوَلَدًا الْآيَةَ,bukhari-02293-00,عَنْ,16102,0,0,أَخْبَرَنَا,شُعْبَةُ,3
 2293 حَدَّثَنَا إِسْحَاقُ حَدَّثَنَا وَهْبُ بْنُ جَرِيرِ بْنِ حَازِمٍ أَخْبَرَنَا شُعْبَةُ عَنْ الْأَعْمَشِ عَنْ أَبِي الضُّحَى عَنْ مَسْرُوقٍ عَنْ خَبَّابٍ قَالَ كُنْتُ قَيْنًا فِي الْجَاهِلِيَّةِ وَكَانَ لِي عَلَى الْعَاصِ بْنِ وَائِلٍ دَرَاهِمُ فَأَتَيْتُهُ أَتَقَاضَاهُ فَقَالَ لَا أَقْضِيكَ حَتَّى تَكْفُرَ بِمُحَمَّدٍ فَقُلْتُ قَالَ فَدَعْنِي حَتَّى أَمُوتَ ثُمَّ أُبْعَثَ فَأُوتَى مَالًا وَوَلَدًا ثُمَّ أَقْضِيَكَ فَنَزَلَتْ أَفَرَأَيْتَ الَّذِي كَفَرَ بِآيَاتِنَا وَقَالَ لَأُوتَيَنَّ مَالًا وَوَلَدًا الْآيَةَ,bukhari-02293-00,عَنْ,13726,0,0,عَنْ,الْأَعْمَشِ,4
 2293 حَدَّثَنَا إِسْحَاقُ حَدَّثَنَا وَهْبُ بْنُ جَرِيرِ بْنِ حَازِمٍ أَخْبَرَنَا شُعْبَةُ عَنْ الْأَعْمَشِ عَنْ أَبِي الضُّحَى عَنْ مَسْرُوقٍ عَنْ خَبَّابٍ قَالَ كُنْتُ قَيْنًا فِي الْجَاهِلِيَّةِ وَكَانَ لِي عَلَى الْعَاصِ بْنِ وَائِلٍ دَرَاهِمُ فَأَتَيْتُهُ أَتَقَاضَاهُ فَقَالَ لَا أَقْضِيكَ حَتَّى تَكْفُرَ بِمُحَمَّدٍ فَقُلْتُ قَالَ فَدَعْنِي حَتَّى أَمُوتَ ثُمَّ أُبْعَثَ فَأُوتَى مَالًا وَوَلَدًا ثُمَّ أَقْضِيَكَ فَنَزَلَتْ أَفَرَأَيْتَ الَّذِي كَفَرَ بِآيَاتِنَا وَقَالَ لَأُوتَيَنَّ مَالًا وَوَلَدًا الْآيَةَ,bukhari-02293-00,عَنْ,11870,0,0,عَنْ,أَبِي الضُّحَى,5
 2293 حَدَّثَنَا إِسْحَاقُ حَدَّثَنَا وَهْبُ بْنُ جَرِيرِ بْنِ حَازِمٍ أَخْبَرَنَا شُعْبَةُ عَنْ الْأَعْمَشِ عَنْ أَبِي الضُّحَى عَنْ مَسْرُوقٍ عَنْ خَبَّابٍ قَالَ كُنْتُ قَيْنًا فِي الْجَاهِلِيَّةِ وَكَانَ لِي عَلَى الْعَاصِ بْنِ وَائِلٍ دَرَاهِمُ فَأَتَيْتُهُ أَتَقَاضَاهُ فَقَالَ لَا أَقْضِيكَ حَتَّى تَكْفُرَ بِمُحَمَّدٍ فَقُلْتُ قَالَ فَدَعْنِي حَتَّى أَمُوتَ ثُمَّ أُبْعَثَ فَأُوتَى مَالًا وَوَلَدًا ثُمَّ أَقْضِيَكَ فَنَزَلَتْ أَفَرَأَيْتَ الَّذِي كَفَرَ بِآيَاتِنَا وَقَالَ لَأُوتَيَنَّ مَالًا وَوَلَدًا الْآيَةَ,bukhari-02293-00,عَنْ,17073,0,0,عَنْ,مَسْرُوقٍ,6
 2293 حَدَّثَنَا إِسْحَاقُ حَدَّثَنَا وَهْبُ بْنُ جَرِيرِ بْنِ حَازِمٍ أَخْبَرَنَا شُعْبَةُ عَنْ الْأَعْمَشِ عَنْ أَبِي الضُّحَى عَنْ مَسْرُوقٍ عَنْ خَبَّابٍ قَالَ كُنْتُ قَيْنًا فِي الْجَاهِلِيَّةِ وَكَانَ لِي عَلَى الْعَاصِ بْنِ وَائِلٍ دَرَاهِمُ فَأَتَيْتُهُ أَتَقَاضَاهُ فَقَالَ لَا أَقْضِيكَ حَتَّى تَكْفُرَ بِمُحَمَّدٍ فَقُلْتُ قَالَ فَدَعْنِي حَتَّى أَمُوتَ ثُمَّ أُبْعَثَ فَأُوتَى مَالًا وَوَلَدًا ثُمَّ أَقْضِيَكَ فَنَزَلَتْ أَفَرَأَيْتَ الَّذِي كَفَرَ بِآيَاتِنَا وَقَالَ لَأُوتَيَنَّ مَالًا وَوَلَدًا الْآيَةَ,bukhari-02293-00,قَالَ كُنْتُ قَيْنًا فِي الْجَاهِلِيَّةِ وَكَانَ لِي عَلَى,211,0,0,عَنْ,خَبَّابٍ,7
 2294 حَدَّثَنَا آدَمُ حَدَّثَنَا شُعْبَةُ وَحَدَّثَنِي مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا غُنْدَرٌ حَدَّثَنَا شُعْبَةُ عَنْ سَلَمَةَ سَمِعْتُ سُوَيْدَ بْنَ غَفَلَةَ قَالَ لَقِيتُ أُبَيَّ بْنَ كَعْبٍ رَضِيَ اللَّهُ عَنْهُ فَقَالَ,bukhari-02294-00,حَدَّثَنَا,11790,0,0,2294 حَدَّثَنَا,آدَمُ,1
 2294 حَدَّثَنَا آدَمُ حَدَّثَنَا شُعْبَةُ وَحَدَّثَنِي مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا غُنْدَرٌ حَدَّثَنَا شُعْبَةُ عَنْ سَلَمَةَ سَمِعْتُ سُوَيْدَ بْنَ غَفَلَةَ قَالَ لَقِيتُ أُبَيَّ بْنَ كَعْبٍ رَضِيَ اللَّهُ عَنْهُ فَقَالَ,bukhari-02294-00,وَحَدَّثَنِي,16102,0,0,حَدَّثَنَا,شُعْبَةُ,2
 2294 حَدَّثَنَا آدَمُ حَدَّثَنَا شُعْبَةُ وَحَدَّثَنِي مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا غُنْدَرٌ حَدَّثَنَا شُعْبَةُ عَنْ سَلَمَةَ سَمِعْتُ سُوَيْدَ بْنَ غَفَلَةَ قَالَ لَقِيتُ أُبَيَّ بْنَ كَعْبٍ رَضِيَ اللَّهُ عَنْهُ فَقَالَ,bukhari-02294-00,حَدَّثَنَا,15573,0,0,وَحَدَّثَنِي,مُحَمَّدُ بْنُ بَشَّارٍ,3
 2294 حَدَّثَنَا آدَمُ حَدَّثَنَا شُعْبَةُ وَحَدَّثَنِي مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا غُنْدَرٌ حَدَّثَنَا شُعْبَةُ عَنْ سَلَمَةَ سَمِعْتُ سُوَيْدَ بْنَ غَفَلَةَ قَالَ لَقِيتُ أُبَيَّ بْنَ كَعْبٍ رَضِيَ اللَّهُ عَنْهُ فَقَالَ,bukhari-02294-00,عَنْ,16102,0,0,حَدَّثَنَا,شُعْبَةُ,4
 2294 حَدَّثَنَا آدَمُ حَدَّثَنَا شُعْبَةُ وَحَدَّثَنِي مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا غُنْدَرٌ حَدَّثَنَا شُعْبَةُ عَنْ سَلَمَةَ سَمِعْتُ سُوَيْدَ بْنَ غَفَلَةَ قَالَ لَقِيتُ أُبَيَّ بْنَ كَعْبٍ رَضِيَ اللَّهُ عَنْهُ فَقَالَ,bukhari-02294-00,سَمِعْتُ,16024,0,0,عَنْ,سَلَمَةَ,5
 2294 حَدَّثَنَا آدَمُ حَدَّثَنَا شُعْبَةُ وَحَدَّثَنِي مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا غُنْدَرٌ حَدَّثَنَا شُعْبَةُ عَنْ سَلَمَةَ سَمِعْتُ سُوَيْدَ بْنَ غَفَلَةَ قَالَ لَقِيتُ أُبَيَّ بْنَ كَعْبٍ رَضِيَ اللَّهُ عَنْهُ فَقَالَ,bukhari-02294-00,قَالَ لَقِيتُ,16072,0,0,سَمِعْتُ,سُوَيْدَ بْنَ غَفَلَةَ,6
 2294 حَدَّثَنَا آدَمُ حَدَّثَنَا شُعْبَةُ وَحَدَّثَنِي مُحَمَّدُ بْنُ بَشَّارٍ حَدَّثَنَا غُنْدَرٌ حَدَّثَنَا شُعْبَةُ عَنْ سَلَمَةَ سَمِعْتُ سُوَيْدَ بْنَ غَفَلَةَ قَالَ لَقِيتُ أُبَيَّ بْنَ كَعْبٍ رَضِيَ اللَّهُ عَنْهُ فَقَالَ,bukhari-02294-00,رَضِيَ اللَّهُ عَنْهُ فَقَالَ,34,0,0,قَالَ لَقِيتُ,أُبَيَّ بْنَ كَعْبٍ,7
 2295 حَدَّثَنَا عَمْرُو بْنُ عَبَّاسٍ حَدَّثَنَا عَبْدُ الرَّحْمَنِ حَدَّثَنَا سُفْيَانُ عَنْ رَبِيعَةَ حَدَّثَنِي يَزِيدُ مَوْلَى الْمُنْبَعِثِ عَنْ زَيْدِ بْنِ خَالِدٍ الْجُهَنِيِّ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-02295-00,حَدَّثَنَا,16349,0,0,حَدَّثَنَا,عَبْدُ الرَّحْمَنِ,1
 2295 حَدَّثَنَا عَمْرُو بْنُ عَبَّاسٍ حَدَّثَنَا عَبْدُ الرَّحْمَنِ حَدَّثَنَا سُفْيَانُ عَنْ رَبِيعَةَ حَدَّثَنِي يَزِيدُ مَوْلَى الْمُنْبَعِثِ عَنْ زَيْدِ بْنِ خَالِدٍ الْجُهَنِيِّ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-02295-00,عَنْ,16004,0,0,حَدَّثَنَا,سُفْيَانُ,2
 2295 حَدَّثَنَا عَمْرُو بْنُ عَبَّاسٍ حَدَّثَنَا عَبْدُ الرَّحْمَنِ حَدَّثَنَا سُفْيَانُ عَنْ رَبِيعَةَ حَدَّثَنِي يَزِيدُ مَوْلَى الْمُنْبَعِثِ عَنْ زَيْدِ بْنِ خَالِدٍ الْجُهَنِيِّ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-02295-00,حَدَّثَنِي,15885,0,0,عَنْ,رَبِيعَةَ,3
 2296 حَدَّثَنَا إِسْمَاعِيلُ بْنُ عَبْدِ اللَّهِ قَالَ حَدَّثَنِي سُلَيْمَانُ بْنُ بِلَالٍ عَنْ يَحْيَى عَنْ يَزِيدَ مَوْلَى الْمُنْبَعِثِ أَنَّهُ سَمِعَ زَيْدَ بْنَ خَالِدٍ رَضِيَ اللَّهُ عَنْهُ يَقُولُ يَقُولُ يَزِيدُ إِنْ لَمْ تُعْرَفْ اسْتَنْفَقَ بِهَا صَاحِبُهَا وَكَانَتْ وَدِيعَةً عِنْدَهُ قَالَ يَحْيَى فَهَذَا الَّذِي لَا أَدْرِي أَفِي حَدِيثِ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ هُوَ أَمْ شَيْءٌ مِنْ عِنْدِهِ ثُمَّ قَالَ كَيْفَ تَرَى فِي ضَالَّةِ الْغَنَمِ قَالَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ خُذْهَا فَإِنَّمَا هِيَ لَكَ أَوْ لِأَخِيكَ أَوْ لِلذِّئْبِ قَالَ يَزِيدُ وَهِيَ تُعَرَّفُ أَيْضًا ثُمَّ قَالَ كَيْفَ تَرَى فِي ضَالَّةِ الْإِبِلِ قَالَ فَقَالَ دَعْهَا فَإِنَّ مَعَهَا حِذَاءَهَا وَسِقَاءَهَا تَرِدُ الْمَاءَ وَتَأْكُلُ الشَّجَرَ حَتَّى يَجِدَهَا رَبُّهَا,bukhari-02296-00,قَالَ حَدَّثَنِي,12427,0,0,2296 حَدَّثَنَا,إِسْمَاعِيلُ بْنُ عَبْدِ اللَّهِ,1
