context,_id,after,narrators_id,h_wa_chain,h_wa_haddathana,before,aliase,order
 36 حدثنا حرمي بن حفص قال حدثنا عبد الواحد قال حدثنا عمارة قال حدثنا أبو زرعة بن عمرو بن جرير قال سمعت أبا هريرة,bukhari-00036-00,قال سمعت,12007,0,0,قال حدثنا,أبو زرعة بن عمرو بن جرير,3
 36 حدثنا حرمي بن حفص قال حدثنا عبد الواحد قال حدثنا عمارة قال حدثنا أبو زرعة بن عمرو بن جرير قال سمعت أبا هريرة,bukhari-00036-00,,3,0,0,قال سمعت,أبا هريرة,4
 37 حدثنا إسماعيل قال حدثني مالك عن ابن شهاب عن حميد بن عبد الرحمن عن أبي هريرة,bukhari-00037-00,قال حدثني,12427,0,0,37 حدثنا,إسماعيل,1
 37 حدثنا إسماعيل قال حدثني مالك عن ابن شهاب عن حميد بن عبد الرحمن عن أبي هريرة,bukhari-00037-00,عن,16867,0,0,قال حدثني,مالك,2
 37 حدثنا إسماعيل قال حدثني مالك عن ابن شهاب عن حميد بن عبد الرحمن عن أبي هريرة,bukhari-00037-00,عن,12300,0,0,عن,ابن شهاب,3
 37 حدثنا إسماعيل قال حدثني مالك عن ابن شهاب عن حميد بن عبد الرحمن عن أبي هريرة,bukhari-00037-00,عن,15769,0,0,عن,حميد بن عبد الرحمن,4
 37 حدثنا إسماعيل قال حدثني مالك عن ابن شهاب عن حميد بن عبد الرحمن عن أبي هريرة,bukhari-00037-00,,3,0,0,عن,أبي هريرة,5
 38 حدثنا محمد بن سلام قال أخبرنا محمد بن فضيل قال حدثنا يحيى بن سعيد عن أبي سلمة عن أبي هريرة قال,bukhari-00038-00,قال أخبرنا,16967,0,0,38 حدثنا,محمد بن سلام,1
 38 حدثنا محمد بن سلام قال أخبرنا محمد بن فضيل قال حدثنا يحيى بن سعيد عن أبي سلمة عن أبي هريرة قال,bukhari-00038-00,قال حدثنا,17011,0,0,قال أخبرنا,محمد بن فضيل,2
 38 حدثنا محمد بن سلام قال أخبرنا محمد بن فضيل قال حدثنا يحيى بن سعيد عن أبي سلمة عن أبي هريرة قال,bukhari-00038-00,عن,17314,0,0,قال حدثنا,يحيى بن سعيد,3
 38 حدثنا محمد بن سلام قال أخبرنا محمد بن فضيل قال حدثنا يحيى بن سعيد عن أبي سلمة عن أبي هريرة قال,bukhari-00038-00,عن,12031,0,0,عن,أبي سلمة,4
 38 حدثنا محمد بن سلام قال أخبرنا محمد بن فضيل قال حدثنا يحيى بن سعيد عن أبي سلمة عن أبي هريرة قال,bukhari-00038-00,قال,3,0,0,عن,أبي هريرة,5
 39 حدثنا عبد السلام بن مطهر قال حدثنا عمر بن علي عن معن بن محمد الغفاري عن سعيد بن أبي سعيد المقبري عن أبي هريرة,bukhari-00039-00,قال حدثنا,16363,0,0,39 حدثنا,عبد السلام بن مطهر,1
 39 حدثنا عبد السلام بن مطهر قال حدثنا عمر بن علي عن معن بن محمد الغفاري عن سعيد بن أبي سعيد المقبري عن أبي هريرة,bukhari-00039-00,عن,16681,0,0,قال حدثنا,عمر بن علي,2
 39 حدثنا عبد السلام بن مطهر قال حدثنا عمر بن علي عن معن بن محمد الغفاري عن سعيد بن أبي سعيد المقبري عن أبي هريرة,bukhari-00039-00,عن,15985,0,0,عن,سعيد بن أبي سعيد المقبري,3
 39 حدثنا عبد السلام بن مطهر قال حدثنا عمر بن علي عن معن بن محمد الغفاري عن سعيد بن أبي سعيد المقبري عن أبي هريرة,bukhari-00039-00,,3,0,0,عن,أبي هريرة,4
 41 حدثنا عمرو بن خالد قال حدثنا زهير قال حدثنا أبو إسحاق عن البراء بن عازب قال زهير حدثنا أبو إسحاق عن البراء في حديثه هذا أنه مات على القبلة قبل أن تحول رجال وقتلوا فلم ندر ما نقول فيهم فأنزل الله تعالى وما كان الله ليضيع إيمانكم,bukhari-00041-00,قال حدثنا,16704,0,0,41 حدثنا,عمرو بن خالد,1
 41 حدثنا عمرو بن خالد قال حدثنا زهير قال حدثنا أبو إسحاق عن البراء بن عازب قال زهير حدثنا أبو إسحاق عن البراء في حديثه هذا أنه مات على القبلة قبل أن تحول رجال وقتلوا فلم ندر ما نقول فيهم فأنزل الله تعالى وما كان الله ليضيع إيمانكم,bukhari-00041-00,قال حدثنا,15932,0,0,قال حدثنا,زهير,2
 41 حدثنا عمرو بن خالد قال حدثنا زهير قال حدثنا أبو إسحاق عن البراء بن عازب قال زهير حدثنا أبو إسحاق عن البراء في حديثه هذا أنه مات على القبلة قبل أن تحول رجال وقتلوا فلم ندر ما نقول فيهم فأنزل الله تعالى وما كان الله ليضيع إيمانكم,bukhari-00041-00,عن,11813,0,0,قال حدثنا,أبو إسحاق,3
 41 حدثنا عمرو بن خالد قال حدثنا زهير قال حدثنا أبو إسحاق عن البراء بن عازب قال زهير حدثنا أبو إسحاق عن البراء في حديثه هذا أنه مات على القبلة قبل أن تحول رجال وقتلوا فلم ندر ما نقول فيهم فأنزل الله تعالى وما كان الله ليضيع إيمانكم,bukhari-00041-00,قال,48,0,0,عن,البراء بن عازب,4
 41 حدثنا عمرو بن خالد قال حدثنا زهير قال حدثنا أبو إسحاق عن البراء بن عازب قال زهير حدثنا أبو إسحاق عن البراء في حديثه هذا أنه مات على القبلة قبل أن تحول رجال وقتلوا فلم ندر ما نقول فيهم فأنزل الله تعالى وما كان الله ليضيع إيمانكم,bukhari-00041-00,حدثنا,15932,0,0,قال,زهير,5
 41 حدثنا عمرو بن خالد قال حدثنا زهير قال حدثنا أبو إسحاق عن البراء بن عازب قال زهير حدثنا أبو إسحاق عن البراء في حديثه هذا أنه مات على القبلة قبل أن تحول رجال وقتلوا فلم ندر ما نقول فيهم فأنزل الله تعالى وما كان الله ليضيع إيمانكم,bukhari-00041-00,عن,11813,0,0,حدثنا,أبو إسحاق,6
 41 حدثنا عمرو بن خالد قال حدثنا زهير قال حدثنا أبو إسحاق عن البراء بن عازب قال زهير حدثنا أبو إسحاق عن البراء في حديثه هذا أنه مات على القبلة قبل أن تحول رجال وقتلوا فلم ندر ما نقول فيهم فأنزل الله تعالى وما كان الله ليضيع إيمانكم,bukhari-00041-00,في حديثه هذا أنه مات على القبلة قبل أن تحول رجال وقتلوا فلم ندر ما نقول فيهم فأنزل الله تعالى,48,0,0,عن,البراء,7
 42 حدثنا إسحاق بن منصور قال حدثنا عبد الرزاق قال أخبرنا معمر عن همام بن منبه عن أبي هريرة قال,bukhari-00042-00,قال حدثنا,15106,0,0,42 حدثنا,إسحاق بن منصور,1
 42 حدثنا إسحاق بن منصور قال حدثنا عبد الرزاق قال أخبرنا معمر عن همام بن منبه عن أبي هريرة قال,bukhari-00042-00,قال أخبرنا,16360,0,0,قال حدثنا,عبد الرزاق,2
 42 حدثنا إسحاق بن منصور قال حدثنا عبد الرزاق قال أخبرنا معمر عن همام بن منبه عن أبي هريرة قال,bukhari-00042-00,عن,17124,0,0,قال أخبرنا,معمر,3
 42 حدثنا إسحاق بن منصور قال حدثنا عبد الرزاق قال أخبرنا معمر عن همام بن منبه عن أبي هريرة قال,bukhari-00042-00,عن,17257,0,0,عن,همام بن منبه,4
 42 حدثنا إسحاق بن منصور قال حدثنا عبد الرزاق قال أخبرنا معمر عن همام بن منبه عن أبي هريرة قال,bukhari-00042-00,قال,3,0,0,عن,أبي هريرة,5
 43 حدثنا محمد بن المثنى حدثنا يحيى عن هشام قال أخبرني أبي عن عائشة,bukhari-00043-00,حدثنا,12166,0,0,43 حدثنا,محمد بن المثنى,1
 43 حدثنا محمد بن المثنى حدثنا يحيى عن هشام قال أخبرني أبي عن عائشة,bukhari-00043-00,عن,17293,0,0,حدثنا,يحيى,2
 43 حدثنا محمد بن المثنى حدثنا يحيى عن هشام قال أخبرني أبي عن عائشة,bukhari-00043-00,قال أخبرني,17245,0,0,عن,هشام,3
 43 حدثنا محمد بن المثنى حدثنا يحيى عن هشام قال أخبرني أبي عن عائشة,bukhari-00043-00,عن,16561,0,0,قال أخبرني,أبي,4
 43 حدثنا محمد بن المثنى حدثنا يحيى عن هشام قال أخبرني أبي عن عائشة,bukhari-00043-00,,25,0,0,عن,عائشة,5
 44 حدثنا مسلم بن إبراهيم قال حدثنا هشام قال حدثنا قتادة عن أنس قال أبو عبد الله قال أبان حدثنا قتادة حدثنا أنس عن النبي صلى الله عليه وسلم من إيمان مكان من خير,bukhari-00044-00,قال حدثنا,17081,0,0,44 حدثنا,مسلم بن إبراهيم,1
 44 حدثنا مسلم بن إبراهيم قال حدثنا هشام قال حدثنا قتادة عن أنس قال أبو عبد الله قال أبان حدثنا قتادة حدثنا أنس عن النبي صلى الله عليه وسلم من إيمان مكان من خير,bukhari-00044-00,قال حدثنا,17235,0,0,قال حدثنا,هشام,2
 44 حدثنا مسلم بن إبراهيم قال حدثنا هشام قال حدثنا قتادة عن أنس قال أبو عبد الله قال أبان حدثنا قتادة حدثنا أنس عن النبي صلى الله عليه وسلم من إيمان مكان من خير,bukhari-00044-00,عن,16815,0,0,قال حدثنا,قتادة,3
 44 حدثنا مسلم بن إبراهيم قال حدثنا هشام قال حدثنا قتادة عن أنس قال أبو عبد الله قال أبان حدثنا قتادة حدثنا أنس عن النبي صلى الله عليه وسلم من إيمان مكان من خير,bukhari-00044-00,قال أبو عبد الله قال أبان حدثنا قتادة حدثنا,9,0,0,عن,أنس,4
 44 حدثنا مسلم بن إبراهيم قال حدثنا هشام قال حدثنا قتادة عن أنس قال أبو عبد الله قال أبان حدثنا قتادة حدثنا أنس عن النبي صلى الله عليه وسلم من إيمان مكان من خير,bukhari-00044-00,عن النبي صلى الله عليه وسلم من إيمان مكان من خير,9,0,0,قال أبو عبد الله قال أبان حدثنا قتادة حدثنا,أنس,5
 45 حدثنا الحسن بن الصباح سمع جعفر بن عون حدثنا أبو العميس أخبرنا قيس بن مسلم عن طارق بن شهاب عن عمر بن الخطاب أن رجلا من اليهود قال له يا أمير المؤمنين آية في كتابكم تقرءونها لو علينا معشر اليهود نزلت لاتخذنا ذلك اليوم عيدا قال أي آية قال اليوم أكملت لكم دينكم وأتممت عليكم نعمتي ورضيت لكم الإسلام دينا قال عمر قد,bukhari-00045-00,سمع,14106,0,0,45 حدثنا,الحسن بن الصباح,1
 45 حدثنا الحسن بن الصباح سمع جعفر بن عون حدثنا أبو العميس أخبرنا قيس بن مسلم عن طارق بن شهاب عن عمر بن الخطاب أن رجلا من اليهود قال له يا أمير المؤمنين آية في كتابكم تقرءونها لو علينا معشر اليهود نزلت لاتخذنا ذلك اليوم عيدا قال أي آية قال اليوم أكملت لكم دينكم وأتممت عليكم نعمتي ورضيت لكم الإسلام دينا قال عمر قد,bukhari-00045-00,حدثنا,15637,0,0,سمع,جعفر بن عون,2
 45 حدثنا الحسن بن الصباح سمع جعفر بن عون حدثنا أبو العميس أخبرنا قيس بن مسلم عن طارق بن شهاب عن عمر بن الخطاب أن رجلا من اليهود قال له يا أمير المؤمنين آية في كتابكم تقرءونها لو علينا معشر اليهود نزلت لاتخذنا ذلك اليوم عيدا قال أي آية قال اليوم أكملت لكم دينكم وأتممت عليكم نعمتي ورضيت لكم الإسلام دينا قال عمر قد,bukhari-00045-00,أخبرنا,16539,0,0,حدثنا,أبو العميس,3
 45 حدثنا الحسن بن الصباح سمع جعفر بن عون حدثنا أبو العميس أخبرنا قيس بن مسلم عن طارق بن شهاب عن عمر بن الخطاب أن رجلا من اليهود قال له يا أمير المؤمنين آية في كتابكم تقرءونها لو علينا معشر اليهود نزلت لاتخذنا ذلك اليوم عيدا قال أي آية قال اليوم أكملت لكم دينكم وأتممت عليكم نعمتي ورضيت لكم الإسلام دينا قال عمر قد,bukhari-00045-00,عن,16836,0,0,أخبرنا,قيس بن مسلم,4
 45 حدثنا الحسن بن الصباح سمع جعفر بن عون حدثنا أبو العميس أخبرنا قيس بن مسلم عن طارق بن شهاب عن عمر بن الخطاب أن رجلا من اليهود قال له يا أمير المؤمنين آية في كتابكم تقرءونها لو علينا معشر اليهود نزلت لاتخذنا ذلك اليوم عيدا قال أي آية قال اليوم أكملت لكم دينكم وأتممت عليكم نعمتي ورضيت لكم الإسلام دينا قال عمر قد,bukhari-00045-00,عن,16243,0,0,عن,طارق بن شهاب,5
 45 حدثنا الحسن بن الصباح سمع جعفر بن عون حدثنا أبو العميس أخبرنا قيس بن مسلم عن طارق بن شهاب عن عمر بن الخطاب أن رجلا من اليهود قال له يا أمير المؤمنين آية في كتابكم تقرءونها لو علينا معشر اليهود نزلت لاتخذنا ذلك اليوم عيدا قال أي آية قال اليوم أكملت لكم دينكم وأتممت عليكم نعمتي ورضيت لكم الإسلام دينا قال عمر قد,bukhari-00045-00,أن رجلا من,2,0,0,عن,عمر بن الخطاب,6
 46 حدثنا إسماعيل قال حدثني مالك بن أنس عن عمه أبي سهيل بن مالك عن أبيه أنه سمع طلحة بن عبيد الله يقول,bukhari-00046-00,قال حدثني,12427,0,0,46 حدثنا,إسماعيل,1
 46 حدثنا إسماعيل قال حدثني مالك بن أنس عن عمه أبي سهيل بن مالك عن أبيه أنه سمع طلحة بن عبيد الله يقول,bukhari-00046-00,عن عمه,16867,0,0,قال حدثني,مالك بن أنس,2
 46 حدثنا إسماعيل قال حدثني مالك بن أنس عن عمه أبي سهيل بن مالك عن أبيه أنه سمع طلحة بن عبيد الله يقول,bukhari-00046-00,عن,17195,0,0,عن عمه,أبي سهيل بن مالك,3
 46 حدثنا إسماعيل قال حدثني مالك بن أنس عن عمه أبي سهيل بن مالك عن أبيه أنه سمع طلحة بن عبيد الله يقول,bukhari-00046-00,يقول,55,0,0,أنه سمع,طلحة بن عبيد الله,4
 47 حدثنا أحمد بن عبد الله بن علي المنجوفي قال حدثنا روح قال حدثنا عوف عن الحسن ومحمد عن أبي هريرة تابعه عثمان المؤذن قال حدثنا عوف عن محمد عن أبي هريرة عن النبي صلى الله عليه وسلم نحوه,bukhari-00047-00,قال حدثنا,15903,0,0,قال حدثنا,روح,1
 47 حدثنا أحمد بن عبد الله بن علي المنجوفي قال حدثنا روح قال حدثنا عوف عن الحسن ومحمد عن أبي هريرة تابعه عثمان المؤذن قال حدثنا عوف عن محمد عن أبي هريرة عن النبي صلى الله عليه وسلم نحوه,bukhari-00047-00,عن,16732,0,0,قال حدثنا,عوف,2
 47 حدثنا أحمد بن عبد الله بن علي المنجوفي قال حدثنا روح قال حدثنا عوف عن الحسن ومحمد عن أبي هريرة تابعه عثمان المؤذن قال حدثنا عوف عن محمد عن أبي هريرة عن النبي صلى الله عليه وسلم نحوه,bukhari-00047-00, nindex.php?page=showalam&ids=16972ومحمد  ,14102,0,0,عن,الحسن,3
 47 حدثنا أحمد بن عبد الله بن علي المنجوفي قال حدثنا روح قال حدثنا عوف عن الحسن ومحمد عن أبي هريرة تابعه عثمان المؤذن قال حدثنا عوف عن محمد عن أبي هريرة عن النبي صلى الله عليه وسلم نحوه,bukhari-00047-00,عن,16972,0,0, الحسن  ,ومحمد,4
 47 حدثنا أحمد بن عبد الله بن علي المنجوفي قال حدثنا روح قال حدثنا عوف عن الحسن ومحمد عن أبي هريرة تابعه عثمان المؤذن قال حدثنا عوف عن محمد عن أبي هريرة عن النبي صلى الله عليه وسلم نحوه,bukhari-00047-00,تابعه عثمان المؤذن قال حدثنا عوف عن محمد عن,3,0,0,عن,أبي هريرة,5
 47 حدثنا أحمد بن عبد الله بن علي المنجوفي قال حدثنا روح قال حدثنا عوف عن الحسن ومحمد عن أبي هريرة تابعه عثمان المؤذن قال حدثنا عوف عن محمد عن أبي هريرة عن النبي صلى الله عليه وسلم نحوه,bukhari-00047-00,عن النبي صلى الله عليه وسلم نحوه,3,0,0,تابعه عثمان المؤذن قال حدثنا عوف عن محمد عن,أبي هريرة,6
 49 أخبرنا قتيبة بن سعيد حدثنا إسماعيل بن جعفر عن حميد حدثني أنس بن مالك قال أخبرني عبادة بن الصامت,bukhari-00049-00,حدثنا,16818,0,0,49 أخبرنا,قتيبة بن سعيد,1
 49 أخبرنا قتيبة بن سعيد حدثنا إسماعيل بن جعفر عن حميد حدثني أنس بن مالك قال أخبرني عبادة بن الصامت,bukhari-00049-00,عن,12430,0,0,حدثنا,إسماعيل بن جعفر,2
 49 أخبرنا قتيبة بن سعيد حدثنا إسماعيل بن جعفر عن حميد حدثني أنس بن مالك قال أخبرني عبادة بن الصامت,bukhari-00049-00,حدثني,15767,0,0,عن,حميد,3
 49 أخبرنا قتيبة بن سعيد حدثنا إسماعيل بن جعفر عن حميد حدثني أنس بن مالك قال أخبرني عبادة بن الصامت,bukhari-00049-00,قال أخبرني,9,0,0,حدثني,أنس بن مالك,4
 49 أخبرنا قتيبة بن سعيد حدثنا إسماعيل بن جعفر عن حميد حدثني أنس بن مالك قال أخبرني عبادة بن الصامت,bukhari-00049-00,,63,0,0,قال أخبرني,عبادة بن الصامت,5
 50 حدثنا مسدد قال حدثنا إسماعيل بن إبراهيم أخبرنا أبو حيان التيمي عن أبي زرعة عن أبي هريرة قال قال أبو عبد الله جعل ذلك كله من الإيمان,bukhari-00050-00,قال حدثنا,17072,0,0,50 حدثنا,مسدد,1
 50 حدثنا مسدد قال حدثنا إسماعيل بن إبراهيم أخبرنا أبو حيان التيمي عن أبي زرعة عن أبي هريرة قال قال أبو عبد الله جعل ذلك كله من الإيمان,bukhari-00050-00,أخبرنا,13382,0,0,قال حدثنا,إسماعيل بن إبراهيم,2
 50 حدثنا مسدد قال حدثنا إسماعيل بن إبراهيم أخبرنا أبو حيان التيمي عن أبي زرعة عن أبي هريرة قال قال أبو عبد الله جعل ذلك كله من الإيمان,bukhari-00050-00,عن,12007,0,0,عن,أبي زرعة,3
 50 حدثنا مسدد قال حدثنا إسماعيل بن إبراهيم أخبرنا أبو حيان التيمي عن أبي زرعة عن أبي هريرة قال قال أبو عبد الله جعل ذلك كله من الإيمان,bukhari-00050-00,قال,3,0,0,عن,أبي هريرة,4
 51 حدثنا إبراهيم بن حمزة قال حدثنا إبراهيم بن سعد عن صالح عن ابن شهاب عن عبيد الله بن عبد الله أن عبد الله بن عباس أخبره قال أخبرني أبو سفيان بن حرب وسألتك هل يرتد أحد سخطة لدينه بعد أن يدخل فيه فزعمت أن لا وكذلك الإيمان حين تخالط بشاشته القلوب لا يسخطه أحد,bukhari-00051-00,قال حدثنا,12370,0,0,51 حدثنا,إبراهيم بن حمزة,1
 51 حدثنا إبراهيم بن حمزة قال حدثنا إبراهيم بن سعد عن صالح عن ابن شهاب عن عبيد الله بن عبد الله أن عبد الله بن عباس أخبره قال أخبرني أبو سفيان بن حرب وسألتك هل يرتد أحد سخطة لدينه بعد أن يدخل فيه فزعمت أن لا وكذلك الإيمان حين تخالط بشاشته القلوب لا يسخطه أحد,bukhari-00051-00,عن,12374,0,0,قال حدثنا,إبراهيم بن سعد,2
 51 حدثنا إبراهيم بن حمزة قال حدثنا إبراهيم بن سعد عن صالح عن ابن شهاب عن عبيد الله بن عبد الله أن عبد الله بن عباس أخبره قال أخبرني أبو سفيان بن حرب وسألتك هل يرتد أحد سخطة لدينه بعد أن يدخل فيه فزعمت أن لا وكذلك الإيمان حين تخالط بشاشته القلوب لا يسخطه أحد,bukhari-00051-00,عن,16214,0,0,عن,صالح,3
 51 حدثنا إبراهيم بن حمزة قال حدثنا إبراهيم بن سعد عن صالح عن ابن شهاب عن عبيد الله بن عبد الله أن عبد الله بن عباس أخبره قال أخبرني أبو سفيان بن حرب وسألتك هل يرتد أحد سخطة لدينه بعد أن يدخل فيه فزعمت أن لا وكذلك الإيمان حين تخالط بشاشته القلوب لا يسخطه أحد,bukhari-00051-00,عن,12300,0,0,عن,ابن شهاب,4
 51 حدثنا إبراهيم بن حمزة قال حدثنا إبراهيم بن سعد عن صالح عن ابن شهاب عن عبيد الله بن عبد الله أن عبد الله بن عباس أخبره قال أخبرني أبو سفيان بن حرب وسألتك هل يرتد أحد سخطة لدينه بعد أن يدخل فيه فزعمت أن لا وكذلك الإيمان حين تخالط بشاشته القلوب لا يسخطه أحد,bukhari-00051-00,أن,16523,0,0,عن,عبيد الله بن عبد الله,5
 51 حدثنا إبراهيم بن حمزة قال حدثنا إبراهيم بن سعد عن صالح عن ابن شهاب عن عبيد الله بن عبد الله أن عبد الله بن عباس أخبره قال أخبرني أبو سفيان بن حرب وسألتك هل يرتد أحد سخطة لدينه بعد أن يدخل فيه فزعمت أن لا وكذلك الإيمان حين تخالط بشاشته القلوب لا يسخطه أحد,bukhari-00051-00,أخبره قال أخبرني,11,0,0,أن,عبد الله بن عباس,6
 51 حدثنا إبراهيم بن حمزة قال حدثنا إبراهيم بن سعد عن صالح عن ابن شهاب عن عبيد الله بن عبد الله أن عبد الله بن عباس أخبره قال أخبرني أبو سفيان بن حرب وسألتك هل يرتد أحد سخطة لدينه بعد أن يدخل فيه فزعمت أن لا وكذلك الإيمان حين تخالط بشاشته القلوب لا يسخطه أحد,bukhari-00051-00,وسألتك هل يرتد أحد سخطة لدينه بعد أن يدخل فيه فزعمت أن لا وكذلك الإيمان حين تخالط بشاشته القلوب لا يسخطه أحد,12026,0,0,أخبره قال أخبرني,أبو سفيان بن حرب,7
 52 حدثنا أبو نعيم حدثنا زكرياء عن عامر قال سمعت النعمان بن بشير يقول,bukhari-00052-00,حدثنا,12180,0,0,52 حدثنا,أبو نعيم,1
 52 حدثنا أبو نعيم حدثنا زكرياء عن عامر قال سمعت النعمان بن بشير يقول,bukhari-00052-00,قال سمعت,14577,0,0,عن,عامر,2
 52 حدثنا أبو نعيم حدثنا زكرياء عن عامر قال سمعت النعمان بن بشير يقول,bukhari-00052-00,يقول,114,0,0,قال سمعت,النعمان بن بشير,3
 53 حدثنا علي بن الجعد قال أخبرنا شعبة عن أبي جمرة قال,bukhari-00053-00,قال أخبرنا,16598,0,0,53 حدثنا,علي بن الجعد,1
 53 حدثنا علي بن الجعد قال أخبرنا شعبة عن أبي جمرة قال,bukhari-00053-00,عن,16102,0,0,قال أخبرنا,شعبة,2
 53 حدثنا علي بن الجعد قال أخبرنا شعبة عن أبي جمرة قال,bukhari-00053-00,قال,11969,0,0,عن,أبي جمرة,3
 54 حدثنا عبد الله بن مسلمة قال أخبرنا مالك عن يحيى بن سعيد عن محمد بن إبراهيم عن علقمة بن وقاص عن عمر,bukhari-00054-00,قال أخبرنا,15020,0,0,54 حدثنا,عبد الله بن مسلمة,1
 54 حدثنا عبد الله بن مسلمة قال أخبرنا مالك عن يحيى بن سعيد عن محمد بن إبراهيم عن علقمة بن وقاص عن عمر,bukhari-00054-00,عن,16867,0,0,قال أخبرنا,مالك,2
 54 حدثنا عبد الله بن مسلمة قال أخبرنا مالك عن يحيى بن سعيد عن محمد بن إبراهيم عن علقمة بن وقاص عن عمر,bukhari-00054-00,عن,17314,0,0,عن,يحيى بن سعيد,3
 54 حدثنا عبد الله بن مسلمة قال أخبرنا مالك عن يحيى بن سعيد عن محمد بن إبراهيم عن علقمة بن وقاص عن عمر,bukhari-00054-00,عن,16900,0,0,عن,محمد بن إبراهيم,4
 54 حدثنا عبد الله بن مسلمة قال أخبرنا مالك عن يحيى بن سعيد عن محمد بن إبراهيم عن علقمة بن وقاص عن عمر,bukhari-00054-00,عن,16590,0,0,عن,علقمة بن وقاص,5
 54 حدثنا عبد الله بن مسلمة قال أخبرنا مالك عن يحيى بن سعيد عن محمد بن إبراهيم عن علقمة بن وقاص عن عمر,bukhari-00054-00,,2,0,0,عن,عمر,6
 55 حدثنا حجاج بن منهال قال حدثنا شعبة قال أخبرني عدي بن ثابت قال سمعت عبد الله بن يزيد عن أبي مسعود,bukhari-00055-00,قال حدثنا,15698,0,0,55 حدثنا,حجاج بن منهال,1
 55 حدثنا حجاج بن منهال قال حدثنا شعبة قال أخبرني عدي بن ثابت قال سمعت عبد الله بن يزيد عن أبي مسعود,bukhari-00055-00,قال أخبرني,16102,0,0,قال حدثنا,شعبة,2
 55 حدثنا حجاج بن منهال قال حدثنا شعبة قال أخبرني عدي بن ثابت قال سمعت عبد الله بن يزيد عن أبي مسعود,bukhari-00055-00,قال سمعت,16558,0,0,قال أخبرني,عدي بن ثابت,3
 55 حدثنا حجاج بن منهال قال حدثنا شعبة قال أخبرني عدي بن ثابت قال سمعت عبد الله بن يزيد عن أبي مسعود,bukhari-00055-00,عن,16474,0,0,قال سمعت,عبد الله بن يزيد,4
 55 حدثنا حجاج بن منهال قال حدثنا شعبة قال أخبرني عدي بن ثابت قال سمعت عبد الله بن يزيد عن أبي مسعود,bukhari-00055-00,,91,0,0,عن,أبي مسعود,5
 56 حدثنا الحكم بن نافع قال أخبرنا شعيب عن الزهري قال حدثني عامر بن سعد عن سعد بن أبي وقاص أنه أخبره,bukhari-00056-00,قال أخبرنا,11931,0,0,56 حدثنا,الحكم بن نافع,1
 56 حدثنا الحكم بن نافع قال أخبرنا شعيب عن الزهري قال حدثني عامر بن سعد عن سعد بن أبي وقاص أنه أخبره,bukhari-00056-00,عن,16108,0,0,قال أخبرنا,شعيب,2
 56 حدثنا الحكم بن نافع قال أخبرنا شعيب عن الزهري قال حدثني عامر بن سعد عن سعد بن أبي وقاص أنه أخبره,bukhari-00056-00,قال حدثني,12300,0,0,عن,الزهري,3
 56 حدثنا الحكم بن نافع قال أخبرنا شعيب عن الزهري قال حدثني عامر بن سعد عن سعد بن أبي وقاص أنه أخبره,bukhari-00056-00,عن,16283,0,0,قال حدثني,عامر بن سعد,4
 56 حدثنا الحكم بن نافع قال أخبرنا شعيب عن الزهري قال حدثني عامر بن سعد عن سعد بن أبي وقاص أنه أخبره,bukhari-00056-00,أنه أخبره,37,0,0,عن,سعد بن أبي وقاص,5
 57 حدثنا مسدد قال حدثنا يحيى عن إسماعيل قال حدثني قيس بن أبي حازم عن جرير بن عبد الله قال,bukhari-00057-00,قال حدثنا,17072,0,0,57 حدثنا,مسدد,1
 57 حدثنا مسدد قال حدثنا يحيى عن إسماعيل قال حدثني قيس بن أبي حازم عن جرير بن عبد الله قال,bukhari-00057-00,عن,17293,0,0,قال حدثنا,يحيى,2
 57 حدثنا مسدد قال حدثنا يحيى عن إسماعيل قال حدثني قيس بن أبي حازم عن جرير بن عبد الله قال,bukhari-00057-00,قال حدثني,12428,0,0,عن,إسماعيل,3
 57 حدثنا مسدد قال حدثنا يحيى عن إسماعيل قال حدثني قيس بن أبي حازم عن جرير بن عبد الله قال,bukhari-00057-00,عن,16834,0,0,قال حدثني,قيس بن أبي حازم,4
 57 حدثنا مسدد قال حدثنا يحيى عن إسماعيل قال حدثني قيس بن أبي حازم عن جرير بن عبد الله قال,bukhari-00057-00,قال,97,0,0,عن,جرير بن عبد الله,5
 58 حدثنا أبو النعمان قال حدثنا أبو عوانة عن زياد بن علاقة قال سمعت جرير بن عبد الله يقول,bukhari-00058-00,قال حدثنا,16272,0,0,58 حدثنا,أبو النعمان,1
 58 حدثنا أبو النعمان قال حدثنا أبو عوانة عن زياد بن علاقة قال سمعت جرير بن عبد الله يقول,bukhari-00058-00,عن,12118,0,0,قال حدثنا,أبو عوانة,2
 58 حدثنا أبو النعمان قال حدثنا أبو عوانة عن زياد بن علاقة قال سمعت جرير بن عبد الله يقول,bukhari-00058-00,قال سمعت,15939,0,0,عن,زياد بن علاقة,3
 58 حدثنا أبو النعمان قال حدثنا أبو عوانة عن زياد بن علاقة قال سمعت جرير بن عبد الله يقول,bukhari-00058-00,يقول,97,0,0,قال سمعت,جرير بن عبد الله,4
 59 حدثنا محمد بن سنان قال حدثنا فليح ح وحدثني إبراهيم بن المنذر قال حدثنا محمد بن فليح قال حدثني أبي قال حدثني هلال بن علي عن عطاء بن يسار عن أبي هريرة قال,bukhari-00059-00,قال حدثنا,14837,0,1,59 حدثنا,محمد بن سنان,1
