_id,normal_id,book_page,book_id,book_name,section,sub_section,part_I,chapter,text,hadith_ids,ayat_ids,narrator_ids
5ddb7fffcc7422ed55d44c85517a0519,bukhari-باب ما جاء في السعي بين الصفا والمروه,bukhari-00594,islamweb-0000,كتاب الحج,,,,باب ما جاء في السعي بين الصفا والمروة,,"['bukhari-01566', 'bukhari-01562', 'bukhari-01563', 'bukhari-01564', 'bukhari-01565']",[],[]
1e8db8f1f64f7743440e7f56a9ddb918,bukhari-باب الاهلال من البطحاء وغيرها للمكي وللحاج اذا خرج الي مني,bukhari-00596,islamweb-0000,كتاب الحج,,,,باب الإهلال من البطحاء وغيرها للمكي وللحاج إذا خرج إلى منى,[ ص: 596 ] بَاب الْإِهْلَالِ مِنْ الْبَطْحَاءِ وَغَيْرِهَا لِلْمَكِّيِّ وَلِلْحَاجِّ إِذَا خَرَجَ إِلَى مِنًى وَسُئِلَ عَطَاءٌ عَنْ الْمُجَاوِرِ يُلَبِّي بِالْحَجِّ قَالَ وَكَانَ ابْنُ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا يُلَبِّي يَوْمَ التَّرْوِيَةِ إِذَا صَلَّى الظُّهْرَ وَاسْتَوَى عَلَى رَاحِلَتِهِ وَقَالَ عَبْدُ الْمَلِكِ عَنْ عَطَاءٍ عَنْ جَابِرٍ رَضِيَ اللَّهُ عَنْهُ قَدِمْنَا مَعَ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فَأَحْلَلْنَا حَتَّى يَوْمِ التَّرْوِيَةِ وَجَعَلْنَا مَكَّةَ بِظَهْرٍ لَبَّيْنَا بِالْحَجِّ وَقَالَ أَبُو الزُّبَيْرِ عَنْ جَابِرٍ أَهْلَلْنَا مِنْ الْبَطْحَاءِ وَقَالَ عُبَيْدُ بْنُ جُرَيْجٍ لِابْنِ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا رَأَيْتُكَ إِذَا كُنْتَ بِمَكَّةَ أَهَلَّ النَّاسُ إِذَا رَأَوْا الْهِلَالَ وَلَمْ تُهِلَّ أَنْتَ حَتَّى يَوْمَ التَّرْوِيَةِ فَقَالَ لَمْ أَرَ النَّبِيَّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يُهِلُّ حَتَّى تَنْبَعِثَ بِهِ رَاحِلَتُهُ,['bukhari-00000'],[],[]
239c64f8985cc6c81fdf68fa6e7831ea,bukhari-باب اين يصلي الظهر يوم الترويه,bukhari-00596,islamweb-0000,كتاب الحج,,,,باب أين يصلي الظهر يوم التروية,,"['bukhari-00000', 'bukhari-01571']",[],[]
d2c8c5ccecab69a167eeaa76aaa28112,bukhari-باب صوم يوم عرفه,bukhari-00702,islamweb-0000,كتاب الصوم,,,,باب صوم يوم عرفة,,"['bukhari-01575', 'bukhari-01888', 'bukhari-01887']",[],[]
d327769ff62e3a7bfc4572c0b42d7344,bukhari-باب التلبيه والتكبير اذا غدا من مني الي عرفه,bukhari-00597,islamweb-0000,كتاب الحج,,,,باب التلبية والتكبير إذا غدا من منى إلى عرفة,بَاب التَّلْبِيَةِ وَالتَّكْبِيرِ إِذَا غَدَا مِنْ مِنًى إِلَى عَرَفَةَ,['bukhari-01576'],[],[]
97db57b8c08a01b769d7adcb815d9288,bukhari-باب التهجير بالرواح يوم عرفه,bukhari-00598,islamweb-0000,كتاب الحج,,,,باب التهجير بالرواح يوم عرفة,بَاب التَّهْجِيرِ بِالرَّوَاحِ يَوْمَ عَرَفَةَ,['bukhari-01577'],[],[]
7cb1e4623abbc4bf350cfd41e94c73cd,bukhari-باب الوقوف علي الدابه بعرفه,bukhari-00598,islamweb-0000,كتاب الحج,,,,باب الوقوف على الدابة بعرفة,بَاب الْوُقُوفِ عَلَى الدَّابَّةِ بِعَرَفَةَ,['bukhari-01579'],[],[]
f0881b6e675106023ca81a127ea218d0,bukhari-باب الجمع بين الصلاتين بعرفه,bukhari-00598,islamweb-0000,كتاب الحج,,,,باب الجمع بين الصلاتين بعرفة,بَاب الْجَمْعِ بَيْنَ الصَّلَاتَيْنِ بِعَرَفَةَ وَكَانَ ابْنُ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا إِذَا فَاتَتْهُ الصَّلَاةُ مَعَ الْإِمَامِ جَمَعَ بَيْنَهُمَا وَقَالَ اللَّيْثُ حَدَّثَنِي عُقَيْلٌ عَنْ ابْنِ شِهَابٍ قَالَ أَخْبَرَنِي سَالِمٌ أَنَّ الْحَجَّاجَ بْنَ يُوسُفَ عَامَ نَزَلَ بِابْنِ الزُّبَيْرِ رَضِيَ اللَّهُ عَنْهُمَا سَأَلَ عَبْدَ اللَّهِ رَضِيَ اللَّهُ عَنْهُ كَيْفَ تَصْنَعُ فِي الْمَوْقِفِ يَوْمَ عَرَفَةَ فَقَالَ سَالِمٌ إِنْ كُنْتَ تُرِيدُ السُّنَّةَ فَهَجِّرْ بِالصَّلَاةِ يَوْمَ عَرَفَةَ فَقَالَ عَبْدُ اللَّهِ بْنُ عُمَرَ صَدَقَ إِنَّهُمْ كَانُوا يَجْمَعُونَ بَيْنَ الظُّهْرِ وَالْعَصْرِ فِي السُّنَّةِ فَقُلْتُ لِسَالِمٍ أَفَعَلَ ذَلِكَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فَقَالَ سَالِمٌ وَهَلْ تَتَّبِعُونَ فِي ذَلِكَ إِلَّا سُنَّتَهُ,['bukhari-00000'],[],[]
c3951aa2f612a3fe4ab3e99e7155ed01,bukhari-باب قصر الخطبه بعرفه,bukhari-00599,islamweb-0000,كتاب الحج,,,,باب قصر الخطبة بعرفة,[ ص: 599 ] بَاب قَصْرِ الْخُطْبَةِ بِعَرَفَةَ,['bukhari-01580'],[],[]
cb071fe9a99a62f8a7393d89454519c1,bukhari-باب الوقوف بعرفه,bukhari-00600,islamweb-0000,كتاب الحج,,,,باب الوقوف بعرفة,,"['bukhari-01582', 'bukhari-01581']",[],[]
77fa813ccbd3a57d98f79114f503a9de,bukhari-باب السير اذا دفع من عرفه,bukhari-00600,islamweb-0000,كتاب الحج,,,,باب السير إذا دفع من عرفة,بَاب السَّيْرِ إِذَا دَفَعَ مِنْ عَرَفَةَ,['bukhari-01583'],[],[]
e43eaddcdf4ee15404d47ae655df93cf,bukhari-باب النزول بين عرفه وجمع,bukhari-00601,islamweb-0000,كتاب الحج,,,,باب النزول بين عرفة وجمع,,"['bukhari-01584', 'bukhari-01585', 'bukhari-01586']",[],[]
4e4b89a139d7caa336092488d3bbbc76,bukhari-باب امر النبي صلي الله عليه وسلم بالسكينه عند الافاضه واشارته اليهم بالسوط,bukhari-00601,islamweb-0000,كتاب الحج,,,,باب أمر النبي صلى الله عليه وسلم بالسكينة عند الإفاضة وإشارته إليهم بالسوط,بَاب أَمْرِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ بِالسَّكِينَةِ عِنْدَ الْإِفَاضَةِ وَإِشَارَتِهِ إِلَيْهِمْ بِالسَّوْطِ,['bukhari-01587'],[],[]
5489ca7e17ac654f9ae64d683cb3473a,bukhari-باب الجمع بين الصلاتين بالمزدلفه,bukhari-00601,islamweb-0000,كتاب الحج,,,,باب الجمع بين الصلاتين بالمزدلفة,بَاب الْجَمْعِ بَيْنَ الصَّلَاتَيْنِ بِالْمُزْدَلِفَةِ,['bukhari-01588'],[],[]
38506497c6d837124b4b18e5ebda4ffb,bukhari-باب من جمع بينهما ولم يتطوع,bukhari-00602,islamweb-0000,كتاب الحج,,,,باب من جمع بينهما ولم يتطوع,,"['bukhari-01589', 'bukhari-01590']",[],[]
70a5231ab308e8d61cd0b5a2eef0153b,bukhari-باب من اذن واقام لكل واحده منهما,bukhari-00602,islamweb-0000,كتاب الحج,,,,باب من أذن وأقام لكل واحدة منهما,بَاب مَنْ أَذَّنَ وَأَقَامَ لِكُلِّ وَاحِدَةٍ مِنْهُمَا,['bukhari-01591'],[],[]
7b82b33128770ec9b7347f0d40933f67,bukhari-باب من قدم ضعفه اهله بليل فيقفون بالمزدلفه ويدعون ويقدم اذا غاب القمر,bukhari-00604,islamweb-0000,كتاب الحج,,,,باب من قدم ضعفة أهله بليل فيقفون بالمزدلفة ويدعون ويقدم إذا غاب القمر,,"['bukhari-01592', 'bukhari-01597', 'bukhari-01596', 'bukhari-01594', 'bukhari-01595', 'bukhari-01593']",[],[]
3cb82f991c9b7a39453a6a1e7fe68fd4,bukhari-باب متي يصلي الفجر بجمع,bukhari-00604,islamweb-0000,كتاب الحج,,,,باب متى يصلي الفجر بجمع,,"['bukhari-01599', 'bukhari-01598']",[],[]
a57432a1d4b94b5811d60ca36f1da932,bukhari-باب متي يدفع من جمع,bukhari-00605,islamweb-0000,كتاب الحج,,,,باب متى يدفع من جمع,بَاب مَتَى يُدْفَعُ مِنْ جَمْعٍ,['bukhari-01600'],[],[]
c5a37a10bc28f466128264cda68c4100,bukhari-باب التلبيه والتكبير غداه النحر حين يرمي الجمره والارتداف في السير,bukhari-00605,islamweb-0000,كتاب الحج,,,,باب التلبية والتكبير غداة النحر حين يرمي الجمرة والارتداف في السير,,"['bukhari-01602', 'bukhari-01601']",[],[]
b24a28cc027c90bf80eeb878f6795fb6,bukhari-باب فمن تمتع بالعمره الي الحج فما استيسر من الهدي,bukhari-00606,islamweb-0000,كتاب الحج,,,,باب فمن تمتع بالعمرة إلى الحج فما استيسر من الهدي,بَاب فَمَنْ تَمَتَّعَ بِالْعُمْرَةِ إِلَى الْحَجِّ فَمَا اسْتَيْسَرَ مِنْ الْهَدْيِ فَمَنْ لَمْ يَجِدْ فَصِيَامُ ثَلَاثَةِ أَيَّامٍ فِي الْحَجِّ وَسَبْعَةٍ إِذَا رَجَعْتُمْ تِلْكَ عَشَرَةٌ كَامِلَةٌ ذَلِكَ لِمَنْ لَمْ يَكُنْ أَهْلُهُ حَاضِرِي الْمَسْجِدِ الْحَرَامِ,['bukhari-01603'],['35580454c09c74c3c8a95dda7fe5f426'],[]
a7d9138ed0a288765edd37b8520f6a73,bukhari-باب ركوب البدن,bukhari-00607,islamweb-0000,كتاب الحج,,,,باب ركوب البدن,,"['bukhari-01605', 'bukhari-01604']",[],[]
222311f6d29741bb7ac5f0f85541e12a,bukhari-باب من ساق البدن معه,bukhari-00607,islamweb-0000,كتاب الحج,,,,باب من ساق البدن معه,بَاب مَنْ سَاقَ الْبُدْنَ مَعَهُ,['bukhari-01606'],[],[]
c6c5ef040bcf56d3ddf1a4b42b5b909b,bukhari-باب من اشتري الهدي من الطريق,bukhari-00608,islamweb-0000,كتاب الحج,,,,باب من اشترى الهدي من الطريق,بَاب مَنْ اشْتَرَى الْهَدْيَ مِنْ الطَّرِيقِ,['bukhari-01607'],[],[]
2e1722572786ca3b1174da6ce4424993,bukhari-باب من اشعر وقلد بذي الحليفه ثم احرم,bukhari-00608,islamweb-0000,كتاب الحج,,,,باب من أشعر وقلد بذي الحليفة ثم أحرم,,"['bukhari-01608', 'bukhari-01609']",[],[]
2f3679441b3f1299d6946bb1eaaea2c6,bukhari-باب فتل القلايد للبدن والبقر,bukhari-00608,islamweb-0000,كتاب الحج,,,,باب فتل القلائد للبدن والبقر,,"['bukhari-01610', 'bukhari-01611']",[],[]
492fa25ef0185c083d2077f639af6f06,bukhari-باب اشعار البدن,bukhari-00609,islamweb-0000,كتاب الحج,,,,باب إشعار البدن,[ ص: 609 ] بَاب إِشْعَارِ الْبُدْنِ وَقَالَ عُرْوَةُ عَنْ الْمِسْوَرِ رَضِيَ اللَّهُ عَنْهُ قَلَّدَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ الْهَدْيَ وَأَشْعَرَهُ وَأَحْرَمَ بِالْعُمْرَةِ,['bukhari-01612'],[],[]
d68e0e997a81dcff1dca8d57e01fc21f,bukhari-باب من قلد القلايد بيده,bukhari-00609,islamweb-0000,كتاب الحج,,,,باب من قلد القلائد بيده,بَاب مَنْ قَلَّدَ الْقَلَائِدَ بِيَدِهِ,['bukhari-01613'],[],[]
21ea1e5dc01b0ac25673b4b68ff34c57,bukhari-باب تقليد الغنم,bukhari-00610,islamweb-0000,كتاب الحج,,,,باب تقليد الغنم,,"['bukhari-01614', 'bukhari-01616', 'bukhari-01617', 'bukhari-01615']",[],[]
1d7913f2142df06300379a1f70700183,bukhari-باب القلايد من العهن,bukhari-00610,islamweb-0000,كتاب الحج,,,,باب القلائد من العهن,بَاب الْقَلَائِدِ مِنْ الْعِهْنِ,['bukhari-01618'],[],[]
6660834da29e17f7dc319e8e8f20e142,bukhari-باب تقليد النعل,bukhari-00610,islamweb-0000,كتاب الحج,,,,باب تقليد النعل,بَاب تَقْلِيدِ النَّعْلِ,['bukhari-01620'],[],[]
0e97183d429fc49a94d436d85a8a7f3d,bukhari-باب الجلال للبدن,bukhari-00610,islamweb-0000,كتاب الحج,,,,باب الجلال للبدن,بَاب الْجِلَالِ لِلْبُدْنِ وَكَانَ ابْنُ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا لَا يَشُقُّ مِنْ الْجِلَالِ إِلَّا مَوْضِعَ السَّنَامِ وَإِذَا نَحَرَهَا نَزَعَ جِلَالَهَا مَخَافَةَ أَنْ يُفْسِدَهَا الدَّمُ ثُمَّ يَتَصَدَّقُ بِهَا,['bukhari-01621'],[],[]
259deced0ca8e7a4cb7dcee8c6a54b6a,bukhari-باب من اشتري هديه من الطريق وقلدها,bukhari-00611,islamweb-0000,كتاب الحج,,,,باب من اشترى هديه من الطريق وقلدها,[ ص: 611 ] بَاب مَنْ اشْتَرَى هَدْيَهُ مِنْ الطَّرِيقِ وَقَلَّدَهَا,['bukhari-01622'],[],[]
9fb2bb629bc5b83014eb080229d929c2,bukhari-باب ذبح الرجل البقر عن نسايه من غير امرهن,bukhari-00611,islamweb-0000,كتاب الحج,,,,باب ذبح الرجل البقر عن نسائه من غير أمرهن,بَاب ذَبْحِ الرَّجُلِ الْبَقَرَ عَنْ نِسَائِهِ مِنْ غَيْرِ أَمْرِهِنَّ,['bukhari-01623'],[],[]
a2086cb07ac5852543c9fcf05895dfbe,bukhari-باب النحر في منحر النبي صلي الله عليه وسلم بمني,bukhari-00612,islamweb-0000,كتاب الحج,,,,باب النحر في منحر النبي صلى الله عليه وسلم بمنى,[ ص: 612 ],"['bukhari-01624', 'bukhari-01625']",[],[]
45bb1054fb5c0afca256af2ee35ece56,bukhari-باب من نحر هديه بيده,bukhari-00612,islamweb-0000,كتاب الحج,,,,باب من نحر هديه بيده,بَاب مَنْ نَحَرَ هَدْيَهُ بِيَدِهِ,['bukhari-01626'],[],[]
fe0240a3cf5528c6953068b87dd625b0,bukhari-باب نحر الابل مقيده,bukhari-00612,islamweb-0000,كتاب الحج,,,,باب نحر الإبل مقيدة,بَاب نَحْرِ الْإِبِلِ مُقَيَّدَةً,['bukhari-01627'],[],[]
8b9d4d25817200161c77789c2b958f0f,bukhari-باب نحر البدن قايمه,bukhari-00613,islamweb-0000,كتاب الحج,,,,باب نحر البدن قائمة,[ ص: 613 ],['bukhari-01628'],[],[]
1d2ddaa94a563ca44d8657543d894360,bukhari-باب لا يعطي الجزار من الهدي شييا,bukhari-00613,islamweb-0000,كتاب الحج,,,,باب لا يعطى الجزار من الهدي شيئا,بَاب لَا يُعْطَى الْجَزَّارُ مِنْ الْهَدْيِ شَيْئًا,['bukhari-01629'],[],[]
59f83ab75041e7f2565f90227f12544f,bukhari-باب يتصدق بجلود الهدي,bukhari-00613,islamweb-0000,كتاب الحج,,,,باب يتصدق بجلود الهدي,بَاب يُتَصَدَّقُ بِجُلُودِ الْهَدْيِ,['bukhari-01630'],[],[]
6cbc2161f9158fe9b8e02d80f8122775,bukhari-باب يتصدق بجلال البدن,bukhari-00613,islamweb-0000,كتاب الحج,,,,باب يتصدق بجلال البدن,بَاب يُتَصَدَّقُ بِجِلَالِ الْبُدْنِ,['bukhari-01631'],[],[]
610e2bba11336fe694926f20d04dc632,bukhari-باب واذ بوانا لابراهيم مكان البيت ان لا تشرك بي شييا,bukhari-00615,islamweb-0000,كتاب الحج,,,,باب وإذ بوأنا لإبراهيم مكان البيت أن لا تشرك بي شيئا,,"['bukhari-01633', 'bukhari-01632']",[],[]
9704fe3f826f3aca0608a761173b404f,bukhari-باب الذبح قبل الحلق,bukhari-00616,islamweb-0000,كتاب الحج,,,,باب الذبح قبل الحلق,,"['bukhari-01636', 'bukhari-01637', 'bukhari-01635', 'bukhari-01634']",[],[]
959508ce51449da2c70838747f0c10e7,bukhari-باب من لبد راسه عند الاحرام وحلق,bukhari-00616,islamweb-0000,كتاب الحج,,,,باب من لبد رأسه عند الإحرام وحلق,بَاب مَنْ لَبَّدَ رَأْسَهُ عِنْدَ الْإِحْرَامِ وَحَلَقَ,['bukhari-01638'],[],[]
7d8a10f47c3d96a659ec2333423f3c9c,bukhari-باب الحلق والتقصير عند الاحلال,bukhari-00617,islamweb-0000,كتاب الحج,,,,باب الحلق والتقصير عند الإحلال,,"['bukhari-01643', 'bukhari-01640', 'bukhari-01639', 'bukhari-01641', 'bukhari-01642']",[],[]
1c7da712bd68c56f00fbbc72fc5fc1cb,bukhari-باب تقصير المتمتع بعد العمره,bukhari-00617,islamweb-0000,كتاب الحج,,,,باب تقصير المتمتع بعد العمرة,بَاب تَقْصِيرِ الْمُتَمَتِّعِ بَعْدَ الْعُمْرَةِ,['bukhari-01644'],[],[]
658556f9c5da7ae36aa196938f1af9ba,bukhari-باب الزياره يوم النحر,bukhari-00618,islamweb-0000,كتاب الحج,,,,باب الزيارة يوم النحر,,"['bukhari-01646', 'bukhari-00000']",[],[]
13122b194e68e77920dc556a551268da,bukhari-باب اذا رمي بعد ما امسي او حلق قبل ان يذبح ناسيا او جاهلا,bukhari-00618,islamweb-0000,كتاب الحج,,,,باب إذا رمى بعد ما أمسى أو حلق قبل أن يذبح ناسيا أو جاهلا,,['bukhari-01648'],[],[]
58da2736a0c185232280a8e1f2ec44a3,bukhari-باب الفتيا علي الدابه عند الجمره,bukhari-00619,islamweb-0000,كتاب الحج,,,,باب الفتيا على الدابة عند الجمرة,,"['bukhari-01651', 'bukhari-01649']",[],[]
f30a098ad0607ad0c50211092fa5d967,bukhari-باب الخطبه ايام مني,bukhari-00621,islamweb-0000,كتاب الحج,,,,باب الخطبة أيام منى,,"['bukhari-01653', 'bukhari-00000', 'bukhari-01652', 'bukhari-01655']",[],[]
00cea78820e85d2a640a2f90e1405919,bukhari-باب هل يبيت اصحاب السقايه او غيرهم بمكه ليالي مني,bukhari-00621,islamweb-0000,كتاب الحج,,,,باب هل يبيت أصحاب السقاية أو غيرهم بمكة ليالي منى,بَاب هَلْ يَبِيتُ أَصْحَابُ السِّقَايَةِ أَوْ غَيْرُهُمْ بِمَكَّةَ لَيَالِيَ مِنًى,['bukhari-01658'],[],[]
4ebc920aa315e5e931841ddb149d5af7,bukhari-باب رمي الجمار,bukhari-00621,islamweb-0000,كتاب الحج,,,,باب رمي الجمار,بَاب رَمْيِ الْجِمَارِ وَقَالَ جَابِرٌ رَمَى النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يَوْمَ النَّحْرِ ضُحًى وَرَمَى بَعْدَ ذَلِكَ بَعْدَ الزَّوَالِ,['bukhari-01659'],[],[]
d646e396fc6784e480d6a150ac8bf9c6,bukhari-باب رمي الجمار من بطن الوادي,bukhari-00622,islamweb-0000,كتاب الحج,,,,باب رمي الجمار من بطن الوادي,[ ص: 622 ] بَاب رَمْيِ الْجِمَارِ مِنْ بَطْنِ الْوَادِي,['bukhari-01660'],[],[]
479a0681397980a5ae5f46b337910df3,bukhari-باب رمي الجمار بسبع حصيات,bukhari-00622,islamweb-0000,كتاب الحج,,,,باب رمي الجمار بسبع حصيات,بَاب رَمْيِ الْجِمَارِ بِسَبْعِ حَصَيَاتٍ ذَكَرَهُ ابْنُ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا عَنْ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ,['bukhari-01661'],[],[]
7135820095ac1e4b1c83808f63e4b908,bukhari-باب من رمي جمره العقبه فجعل البيت عن يساره,bukhari-00622,islamweb-0000,كتاب الحج,,,,باب من رمى جمرة العقبة فجعل البيت عن يساره,بَاب مَنْ رَمَى جَمْرَةَ الْعَقَبَةِ فَجَعَلَ الْبَيْتَ عَنْ يَسَارِهِ,['bukhari-01662'],[],[]
e146b638eb735c85b95a960fbf743b8c,bukhari-باب يكبر مع كل حصاه,bukhari-00623,islamweb-0000,كتاب الحج,,,,باب يكبر مع كل حصاة,بَاب يُكَبِّرُ مَعَ كُلِّ حَصَاةٍ قَالَهُ ابْنُ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا عَنْ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ,['bukhari-01663'],[],[]
eb4be5e4c185d5c206a2a43ee713f40d,bukhari-باب من رمي جمره العقبه ولم يقف,bukhari-00623,islamweb-0000,كتاب الحج,,,,باب من رمى جمرة العقبة ولم يقف,بَاب مَنْ رَمَى جَمْرَةَ الْعَقَبَةِ وَلَمْ يَقِفْ قَالَهُ ابْنُ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا عَنْ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ,['bukhari-00000'],[],[]
315cf217b9d1edc80a27903766a983a7,bukhari-باب اذا رمي الجمرتين يقوم ويسهل مستقبل القبله,bukhari-00623,islamweb-0000,كتاب الحج,,,,باب إذا رمى الجمرتين يقوم ويسهل مستقبل القبلة,بَاب إِذَا رَمَى الْجَمْرَتَيْنِ يَقُومُ وَيُسْهِلُ مُسْتَقْبِلَ الْقِبْلَةِ,['bukhari-01664'],[],[]
56c336d41381eb2ceda1b9ca938f802a,bukhari-باب رفع اليدين عند جمره الدنيا والوسطي,bukhari-00623,islamweb-0000,كتاب الحج,,,,باب رفع اليدين عند جمرة الدنيا والوسطى,بَاب رَفْعِ الْيَدَيْنِ عِنْدَ جَمْرَةِ الدُّنْيَا وَالْوُسْطَى,['bukhari-01666'],[],[]
567dfe02b1c8c830b34cccdb4a30f132,bukhari-باب الدعاء عند الجمرتين,bukhari-00624,islamweb-0000,كتاب الحج,,,,باب الدعاء عند الجمرتين,[ ص: 624 ] بَاب الدُّعَاءِ عِنْدَ الْجَمْرَتَيْنِ وَقَالَ مُحَمَّدٌ حَدَّثَنَا عُثْمَانُ بْنُ عُمَرَ أَخْبَرَنَا يُونُسُ عَنْ الزُّهْرِيِّ أَنَّ رَسُولَ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ كَانَ إِذَا رَمَى الْجَمْرَةَ الَّتِي تَلِي مَسْجِدَ مِنًى يَرْمِيهَا بِسَبْعِ حَصَيَاتٍ يُكَبِّرُ كُلَّمَا رَمَى بِحَصَاةٍ ثُمَّ تَقَدَّمَ أَمَامَهَا فَوَقَفَ مُسْتَقْبِلَ الْقِبْلَةِ رَافِعًا يَدَيْهِ يَدْعُو وَكَانَ يُطِيلُ الْوُقُوفَ ثُمَّ يَأْتِي الْجَمْرَةَ الثَّانِيَةَ فَيَرْمِيهَا بِسَبْعِ حَصَيَاتٍ يُكَبِّرُ كُلَّمَا رَمَى بِحَصَاةٍ ثُمَّ يَنْحَدِرُ ذَاتَ الْيَسَارِ مِمَّا يَلِي الْوَادِيَ فَيَقِفُ مُسْتَقْبِلَ الْقِبْلَةِ رَافِعًا يَدَيْهِ يَدْعُو ثُمَّ يَأْتِي الْجَمْرَةَ الَّتِي عِنْدَ الْعَقَبَةِ فَيَرْمِيهَا بِسَبْعِ حَصَيَاتٍ يُكَبِّرُ عِنْدَ كُلِّ حَصَاةٍ ثُمَّ يَنْصَرِفُ وَلَا يَقِفُ عِنْدَهَا قَالَ الزُّهْرِيُّ سَمِعْتُ سَالِمَ بْنَ عَبْدِ اللَّهِ يُحَدِّثُ مِثْلَ هَذَا عَنْ أَبِيهِ عَنْ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ وَكَانَ ابْنُ عُمَرَ يَفْعَلُهُ,['bukhari-00000'],[],[]
c77bbe119e322bd8ba007675589b531e,bukhari-باب الطيب بعد رمي الجمار والحلق قبل الافاضه,bukhari-00624,islamweb-0000,كتاب الحج,,,,باب الطيب بعد رمي الجمار والحلق قبل الإفاضة,بَاب الطِّيبِ بَعْدَ رَمْيِ الْجِمَارِ وَالْحَلْقِ قَبْلَ الْإِفَاضَةِ,['bukhari-01667'],[],[]
4dea49f6e7fdb1763b5ba990212333cc,bukhari-باب طواف الوداع,bukhari-00625,islamweb-0000,كتاب الحج,,,,باب طواف الوداع,,"['bukhari-01668', 'bukhari-01669']",[],[]
01665c7fe6f7ac8d33e47fb52621729e,bukhari-باب اذا حاضت المراه بعد ما افاضت,bukhari-00626,islamweb-0000,كتاب الحج,,,,باب إذا حاضت المرأة بعد ما أفاضت,,"['bukhari-01670', 'bukhari-01673', 'bukhari-01671', 'bukhari-01672']",[],[]
fcad144f2a4300478f5f81994e5769bc,bukhari-باب من صلي العصر يوم النفر بالابطح,bukhari-00626,islamweb-0000,كتاب الحج,,,,باب من صلى العصر يوم النفر بالأبطح,,"['bukhari-01675', 'bukhari-01674']",[],[]
4245bcb9067a580115419d5d8347420a,bukhari-باب المحصب,bukhari-00627,islamweb-0000,كتاب الحج,,,,باب المحصب,,"['bukhari-01677', 'bukhari-01676']",[],[]
655b17a1061ae7d33c202c40bf3a4a9f,bukhari-باب النزول بذي طوي قبل ان يدخل مكه والنزول بالبطحاء التي بذي الحليفه اذا رجع من مكه,bukhari-00627,islamweb-0000,كتاب الحج,,,,باب النزول بذي طوى قبل أن يدخل مكة والنزول بالبطحاء التي بذي الحليفة إذا رجع من مكة,,"['bukhari-01680', 'bukhari-01678']",[],[]
9b0b23983c97272c95ce6f36f0f079a1,bukhari-باب من نزل بذي طوي اذا رجع من مكه,bukhari-00627,islamweb-0000,كتاب الحج,,,,باب من نزل بذي طوى إذا رجع من مكة,بَاب مَنْ نَزَلَ بِذِي طُوًى إِذَا رَجَعَ مِنْ مَكَّةَ وَقَالَ مُحَمَّدُ بْنُ عِيسَى حَدَّثَنَا حَمَّادٌ عَنْ أَيُّوبَ عَنْ نَافِعٍ عَنْ ابْنِ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا أَنَّهُ كَانَ إِذَا أَقْبَلَ بَاتَ بِذِي طُوًى حَتَّى إِذَا أَصْبَحَ دَخَلَ وَإِذَا نَفَرَ مَرَّ بِذِي طُوًى وَبَاتَ بِهَا حَتَّى يُصْبِحَ وَكَانَ يَذْكُرُ أَنَّ النَّبِيَّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ كَانَ يَفْعَلُ ذَلِكَ,['bukhari-00000'],[],[]
893fe223a4e53e6242e927d3cb3b25ca,bukhari-باب التجاره ايام الموسم والبيع في اسواق الجاهليه,bukhari-00628,islamweb-0000,كتاب الحج,,,,باب التجارة أيام الموسم والبيع في أسواق الجاهلية,[ ص: 628 ] بَاب التِّجَارَةِ أَيَّامَ الْمَوْسِمِ وَالْبَيْعِ فِي أَسْوَاقِ الْجَاهِلِيَّةِ,['bukhari-01681'],[],[]
69c076999ef19df67b07e5e5dd2b6d4a,bukhari-باب الادلاج من المحصب,bukhari-00628,islamweb-0000,كتاب الحج,,,,باب الادلاج من المحصب,بَاب الِادِّلَاجِ مِنْ الْمُحَصَّبِ,['bukhari-01682'],[],[]
